,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,SNR,logq
WBGene00006978,266.400324588352,-0.844371526266661,0.0863139578375147,-9.78256063586128,1.33782278507189e-22,3.80184298770305e-22,zig-1,-0.00316955892441725,21.4200058230261
WBGene00006220,334.789042528468,-0.614651034916646,0.0628445938987001,-9.78049179389095,1.36545435750946e-22,3.87971526059984e-22,str-176,-0.00183593534087777,21.4112001469027
WBGene00086551,1090.12833252688,0.392856037343588,0.0401710413111399,9.77958311562725,1.37776856219466e-22,3.91404689911367e-22,D2005.7,0.000360375953565908,21.407373974819
WBGene00018610,2393.30479567741,0.295427420726991,0.0302125125338266,9.77831355125543,1.39515769781351e-22,3.96278175899598e-22,F48E8.3,0.000123439112837014,21.4019998447674
WBGene00009164,5214.31850943518,0.242813858250298,0.0248328846474954,9.7779159246724,1.40064850599489e-22,3.97771013038286e-22,hrdl-1,4.656674842761e-05,21.4003668686128
WBGene00013524,23.6014764560143,-3.98275204669517,0.407360681276511,-9.77696726698012,1.41383502356664e-22,4.01448491674803e-22,Y73F8A.15,-0.168750122650918,21.3963701694798
WBGene00008155,25.5889096203753,-3.13842265978173,0.321114448293173,-9.77353300813294,1.46260772068101e-22,4.15227486278892e-22,C47E12.12,-0.122647768363007,21.3817139057758
WBGene00019062,23.4905828843196,-3.55545012099466,0.363789109939323,-9.77338250061326,1.46478287652158e-22,4.15775253595683e-22,F58F12.2,-0.151356402627539,21.3811413628801
WBGene00004386,1644.49026143508,0.347570625810037,0.0355649571780215,9.77283971045605,1.47265398600153e-22,4.17939349406403e-22,rnp-3,0.00021135462699957,21.3788867376729
WBGene00008283,268.87734621252,0.73222559163507,0.0749291817095472,9.77223526173612,1.48146849602777e-22,4.20370411775284e-22,C53D6.6,0.00272326992939123,21.3763678598535
WBGene00016343,338.15641176772,-0.768736747915477,0.0786671312776034,-9.77201958976655,1.48462620570389e-22,4.21195796800117e-22,cnnm-3,-0.00227331708394021,21.3755159713793
WBGene00020542,36.8686408499085,8.26015597144814,0.845402983187809,9.77067284563049,1.50449547553368e-22,4.26761262696219e-22,fbxb-82,0.224042866268791,21.3698150085559
WBGene00014230,1320.8180830378,0.367142975492197,0.0375794876191138,9.76977065822101,1.51795294558888e-22,4.30506413578022e-22,gtf-2H3,0.000277966345409045,21.3660203741504
WBGene00007025,1464.40251621162,0.318325447181823,0.0325914629373365,9.76714202102147,1.55784606188746e-22,4.41746462890776e-22,mdt-29,0.000217375648879192,21.3548269192477
WBGene00010183,191.880147264186,-0.833164473481808,0.0853059998258145,-9.76677461354463,1.56350400309983e-22,4.43276566333699e-22,fipr-13,-0.00434210878697463,21.3533252269253
WBGene00001975,1753.8881593026,0.301526680353857,0.030873647480828,9.76647416023974,1.56814598849891e-22,4.44518166890571e-22,hmg-5,0.000171918989677058,21.3521104852695
WBGene00016068,402.155501863397,0.628240422394141,0.064346528385306,9.76339265161669,1.61654963264063e-22,4.5816227488155e-22,C24H10.2,0.00156218283595071,21.3389806735169
WBGene00012768,13237.7150918773,0.249069564690159,0.0255113829045208,9.76307578551621,1.62160997375139e-22,4.59519517511633e-22,eef-1B.2,1.88151477019618e-05,21.337696037776
WBGene00004319,4674.0652195057,0.317866943195919,0.0325664550761109,9.76056320692668,1.66229479620534e-22,4.70969610517042e-22,rbr-2,6.8006527138176e-05,21.3270071149742
WBGene00010582,3328.00604430242,0.216203286893787,0.0221532240219064,9.75945021275428,1.68063827085968e-22,4.76087068258426e-22,K05C4.5,6.49648119671926e-05,21.3223136149134
WBGene00007047,605.190179997142,0.542149217334314,0.0555674340121579,9.75659983175927,1.72853461070608e-22,4.89573074761154e-22,wts-1,0.000895832806369849,21.3101824752665
WBGene00011735,8539.34337883756,0.232488087023308,0.0238326826838122,9.75501122167918,1.75581257831292e-22,4.97215800916825e-22,hip-1,2.72255227023036e-05,21.3034550784577
WBGene00013122,678.353094982762,0.468683426695805,0.0480678044604779,9.75046461881079,1.83625917882902e-22,5.199098892977e-22,impt-1,0.000690913670420734,21.2840719216959
WBGene00013890,25.8544227261433,-3.09605920627346,0.317571700931222,-9.74916592755218,1.85990048410769e-22,5.26515488333128e-22,ZC412.9,-0.119749693855775,21.2785888487925
WBGene00018008,5905.42647617234,0.246439450949888,0.0252840752201189,9.74682478217724,1.9032820990463e-22,5.38706187692933e-22,vpr-1,4.17310167088255e-05,21.2686480360273
WBGene00011267,30.2824512492142,2.38183987512192,0.244375085865372,9.7466559108816,1.90644974495078e-22,5.39512525648863e-22,fbxb-85,0.0786541305893699,21.2679984680209
WBGene00015591,2790.89316337871,0.260771949622415,0.0267589426312132,9.74522623021118,1.93347727921833e-22,5.47069653840693e-22,cyk-7,9.34367366849398e-05,21.2619573750325
WBGene00016352,635.643283053357,0.507216914476095,0.0520501996709104,9.74476404861069,1.94229549013495e-22,5.49472861577294e-22,tbck-1,0.00079795842731106,21.2600537524821
WBGene00020813,249.705085815848,-0.818019678704405,0.0839811106591925,-9.74051988933615,2.02515600609297e-22,5.72818236522001e-22,T25G12.6,-0.00327594320328613,21.2419831640682
WBGene00013323,813.062695087595,0.496743871960427,0.0510085343585074,9.73844628565726,2.06690269348161e-22,5.84528647757173e-22,Y57G11C.33,0.000610953958362227,21.2331941992019
WBGene00021985,744.75245194104,0.492688694255299,0.0505987500620436,9.73717124733653,2.09299403445912e-22,5.91808488640798e-22,Y59C2A.2,0.000661546924714661,21.2278188098016
WBGene00004449,21685.5425908921,-0.178097021906888,0.0182979007665032,-9.73319421607745,2.17648903102289e-22,6.1531446495156e-22,rpl-35,-8.2127076673511e-06,21.2109028752991
WBGene00019952,34.7998112021663,6.47570836771683,0.665333131743368,9.73303155781311,2.17997321458491e-22,6.16196537671962e-22,fbxb-74,0.18608458333572,21.2102807462563
WBGene00013095,1961.47945992636,0.342039854006086,0.0351678789898912,9.72591648488107,2.33790471030882e-22,6.60727478499601e-22,ing-3,0.000174378504080245,21.1799776312686
WBGene00006472,2137.28841946638,0.345041286555167,0.0354777323795042,9.72557329381346,2.3458022903426e-22,6.62848758715442e-22,tag-123,0.000161438804146664,21.1785855526634
WBGene00007264,23.6098928148297,-4.30099767782532,0.442317366206717,-9.72378207690642,2.3874526658859e-22,6.74505199746027e-22,C02F4.4,-0.182169301299149,21.1710146980124
WBGene00003898,2258.11560499448,0.297007375758867,0.0305458691452828,9.72332377730798,2.39822637241527e-22,6.77435902193017e-22,oxi-1,0.000131528861986494,21.1691317906983
WBGene00019927,34.8573161322196,6.46693782671968,0.665123008026025,9.72292004438769,2.40775718303551e-22,6.80014599607975e-22,fbxc-24,0.185525982614081,21.1674817630862
WBGene00020865,380.797678196916,-0.612025814603558,0.0629503234914969,-9.72236170773972,2.42099947863192e-22,6.83640483512231e-22,T27E4.7,-0.00160722044709283,21.1651722273361
WBGene00016003,349.493989536668,-0.702875500786262,0.0723000926770246,-9.72164038469651,2.43821415601394e-22,6.88386689393124e-22,C18H9.5,-0.00201112328632054,21.1621675357573
WBGene00017980,293.713858597384,-0.668961860456802,0.0688128316315672,-9.72146974038955,2.44230434192694e-22,6.89426461691902e-22,F32B5.7,-0.00227759719494135,21.1615120514383
WBGene00011144,1495.93882182439,0.298151074014885,0.0306877153806018,9.71564909010303,2.58596098726234e-22,7.29856867702478e-22,R08D7.4,0.000199306996827097,21.1367623010602
WBGene00021063,1725.41915068967,0.345935071741762,0.0356091684788043,9.714775337921,2.60823567587553e-22,7.36020882822104e-22,sbds-1,0.000200493353515572,21.1331098634264
WBGene00007270,2307.90834563324,0.321634617813606,0.0331177083992959,9.7118621232997,2.68388363589186e-22,7.57241793434444e-22,rei-1,0.000139361954482363,21.1207654246117
WBGene00004404,760.022379869562,0.475974877791627,0.0490102106475423,9.71174927638258,2.68685723390699e-22,7.57954408558227e-22,rom-5,0.000626264292208495,21.1203569166728
WBGene00007189,957.253293259546,0.370028737833605,0.0381028666560557,9.71130968107345,2.69847201256174e-22,7.61104031143038e-22,B0491.1,0.000386552587950488,21.1185559778372
WBGene00010403,23.677257009885,-3.80753183209224,0.392150148881517,-9.70937239970966,2.75025280886403e-22,7.75579541483185e-22,otpl-8,-0.160809667712042,21.1103736554187
WBGene00019353,1832.12909299896,0.316835419003455,0.0326342596851257,9.7086749342705,2.76913482580345e-22,7.80774219544681e-22,K03B4.1,0.000172932911886048,21.1074745351138
WBGene00000900,1120.73793960004,0.451754141086912,0.0465435973172243,9.70604265948589,2.84155961358395e-22,8.01061358332188e-22,daf-4,0.000403086328324111,21.0963342172934
WBGene00000631,28.6889114683749,-5.51626233822715,0.568407253682866,-9.70477118735867,2.8772114472468e-22,8.1097683747098e-22,col-54,-0.192278551394604,21.090991549614
WBGene00000201,2694.60329755071,0.264684177965999,0.0272941244997835,9.69747822349453,3.09042340694025e-22,8.70928148470439e-22,arx-3,9.82275120818662e-05,21.0600176727879
WBGene00004360,1298.44117115159,0.360743918355945,0.0372009155573411,9.69717849551036,3.09951283921682e-22,8.73344252049056e-22,rib-1,0.00027782846567935,21.0588145337339
WBGene00013747,25.1697093695081,-3.5101895138323,0.362094950325666,-9.6941134105164,3.19399557957997e-22,8.99816667108904e-22,spe-19,-0.139460867914698,21.0458459667535
WBGene00013219,1526.6900576946,0.372537643846719,0.0384331534015989,9.6931323837513,3.22483415789819e-22,9.08353336453248e-22,Y54G11A.11,0.000244016551996988,21.0417451842733
WBGene00302971,663.265955681491,0.562072201728649,0.0580003681358159,9.69083852041212,3.29809655742569e-22,9.28834881699366e-22,F59E12.17,0.000847431104994877,21.0320614833587
WBGene00009393,535.111082277202,-0.657998688570693,0.067918663113286,-9.68803946380943,3.38972845675153e-22,9.54482107713913e-22,clec-62,-0.0012296487782883,21.0202322082802
WBGene00003048,2668.42609540396,0.329809739417273,0.0340442693420497,9.68767272117395,3.40191958429375e-22,9.57755533605109e-22,lit-1,0.000123597104669802,21.018745330123
WBGene00022463,4165.82940562382,0.222238993039084,0.0229468164008148,9.68495974156977,3.49346137610094e-22,9.83364053023223e-22,elpc-1,5.33480782336081e-05,21.0072856714363
WBGene00018296,26.8882939323584,-3.26016012054232,0.336682502822846,-9.68318844373607,3.55453987008986e-22,1.0003904577005e-21,F41F3.1,-0.12124830711624,20.9998304594723
WBGene00000889,2204.4918680429,0.360699580042893,0.0372531435854205,9.68239309028559,3.58230819412584e-22,1.00803793763205e-21,cyn-13,0.00016362028151327,20.9965231228566
WBGene00017050,28.291681508506,-5.30577452205642,0.54799215215596,-9.68220895350776,3.58876753864622e-22,1.00968766511238e-21,D2024.1,-0.187538323604456,20.9958129492829
WBGene00012289,260.507544567915,-0.785164218973226,0.0811027765985566,-9.68110158373049,3.62785683561375e-22,1.02051564543038e-21,W05H12.1,-0.0030139788092338,20.9911803327686
WBGene00011930,149.750280641379,0.917997470460474,0.0948255982168568,9.6809035505487,3.63489153398837e-22,1.02232457087727e-21,T22G5.3,0.00613018864825294,20.9904112011069
WBGene00012995,2685.10753599504,0.254996482200673,0.0263426003199292,9.68000421764581,3.66700861820091e-22,1.03118622209728e-21,Y48C3A.14,9.49669533835549e-05,20.9866628983186
WBGene00015007,6014.52771382254,0.334435301535942,0.0345492450759831,9.6799597444294,3.66860411789474e-22,1.03146349039928e-21,ain-2,5.56045823460661e-05,20.9865461396722
WBGene00044047,23.8521708784967,3.15871539457939,0.326413266013473,9.67704356246663,3.77473696845162e-22,1.06112747038383e-21,Y57A10C.11,0.132428843088117,20.9742324423389
WBGene00016055,1149.22337806637,0.422705830836806,0.0436869391365553,9.67579416620434,3.82113263880989e-22,1.07399149055937e-21,C24D10.4,0.000367818684256173,20.9689991596213
WBGene00002081,1356.65494186337,0.317878831373586,0.032858444702772,9.67418982392581,3.88153749183452e-22,1.09078809323008e-21,ina-1,0.000234310745912279,20.9622596113544
WBGene00008132,1889.44721783194,0.509397475018555,0.0526683624196782,9.67179254520037,3.97356226921277e-22,1.11646346142932e-21,gale-1,0.000269601325832784,20.9521554855431
WBGene00010468,68.5093840507717,-8.01989150537844,0.829317831072909,-9.67046794954705,4.02533246291651e-22,1.13082173422869e-21,K01D12.9,-0.117062671289454,20.9466058530257
WBGene00022854,1548.60133140311,0.430042050959565,0.0444806070978465,9.66807961981225,4.12036973770852e-22,1.15732808416998e-21,cin-4,0.000277697069115862,20.9365435079916
WBGene00003517,575.158118849944,-0.52703879113655,0.0545213359735049,-9.66665217801467,4.17822767914475e-22,1.17338445094867e-21,nac-1,-0.000916337219042286,20.9305596711154
WBGene00017343,33.5574996629629,6.41323747166059,0.663527755210875,9.66536429153955,4.23111861435998e-22,1.18804082148356e-21,F10E7.1,0.191111898564327,20.9251686365935
WBGene00002248,666.24874061699,0.733012814067802,0.0758474334231807,9.66430610747307,4.27507155725975e-22,1.20018307835944e-21,lam-3,0.00110020893005964,20.9207525007385
WBGene00013881,1647.34335921194,0.35734861197084,0.03698092585043,9.66305206679091,4.32774497288767e-22,1.2147690856888e-21,mans-4,0.000216924182789548,20.9155062688493
WBGene00011146,6281.4534479457,0.258012763825329,0.0267088466662392,9.66019862443048,4.45000326729466e-22,1.24887902640842e-21,pde-2,4.10753284989654e-05,20.9034796278451
WBGene00018444,25.530905236675,8.21379471483746,0.850327384221495,9.65956744102447,4.47750511861731e-22,1.25638897566508e-21,fbxb-48,0.321719682036123,20.9008758830255
WBGene00008666,623.30357601842,-0.504516593532499,0.0522326318175417,-9.65903068592961,4.50102483941667e-22,1.26277923337945e-21,F10G8.8,-0.000809423550487683,20.8986725687682
WBGene00004789,931.113326049373,-0.472328264225983,0.0489017752663125,-9.65871405800192,4.51495624109396e-22,1.26647778001049e-21,sgk-1,-0.000507272585422043,20.8974024253788
WBGene00009594,7159.7457284306,0.201053093743034,0.0208175439773072,9.65786809251843,4.55238777410831e-22,1.27676596455477e-21,cyld-1,2.80810382615508e-05,20.8938887030634
WBGene00013240,722.591239254981,0.483967913573201,0.050123300411832,9.65554761152472,4.65664619258378e-22,1.30578995057325e-21,Y56A3A.28,0.000669767203477571,20.8841266780714
WBGene00001753,277.588115738499,-0.770355767019138,0.0797999616061121,-9.65358568493515,4.74663576880196e-22,1.3308037958157e-21,gst-5,-0.00277517560494142,20.875885969075
WBGene00004064,2362.66466259918,0.261350714288608,0.027087429696978,9.64841320170608,4.99222028981454e-22,1.39942593944892e-21,pms-2,0.000110616931139561,20.854050080363
WBGene00009994,931.625315212677,0.419233285796466,0.0434520367380575,9.64818492453497,5.00334366494689e-22,1.40231177280385e-21,F53F4.12,0.000450002032953303,20.8531554199247
WBGene00016332,804.396091367137,-0.603846592225896,0.0625956343574614,-9.64678445109356,5.07212402011081e-22,1.4213537803003e-21,C32F10.4,-0.000750683150634919,20.8472978110878
WBGene00022699,23.2894782880269,-3.53489852426539,0.36645192454735,-9.64628178343387,5.09703864628512e-22,1.42809908958747e-21,ZK353.3,-0.151780923580528,20.8452416577083
WBGene00018787,72.5797856873257,-1.6196668799054,0.167939436630167,-9.64435103752428,5.19386672956859e-22,1.45498769515791e-21,cutl-20,-0.022315674599577,20.8371406794943
WBGene00013213,1430.3948740959,0.339836971581398,0.0352437883976138,9.64246430455834,5.29024543962395e-22,1.48174153549745e-21,Y54G11A.2,0.000237582626822678,20.8292275450049
WBGene00013554,229.489222352611,0.942735909924863,0.0977742051394954,9.64196956221585,5.31580955854925e-22,1.48865538903407e-21,Y75B8A.19,0.00410797465894213,20.8272058260641
WBGene00021608,23.2172476308981,-3.39749356493219,0.352409731508653,-9.6407484276545,5.37943193038529e-22,1.50622313960805e-21,Y46H3D.1,-0.146334898044104,20.8221106847609
WBGene00014157,60.0263379582023,-2.0303601263995,0.210609282560957,-9.6404113898059,5.39712424947275e-22,1.51092694249508e-21,ZK930.7,-0.0338244876409633,20.8207565344951
WBGene00019004,2123.45181076209,0.335931874918163,0.0348693668468243,9.63401131984583,5.74422846424952e-22,1.60783291929366e-21,xpg-1,0.0001582008469491,20.7937590836963
WBGene00008502,3649.99166245986,0.234756049218159,0.0243728759616696,9.631856724145,5.86598124587007e-22,1.64164049320091e-21,skih-2,6.43168727294978e-05,20.7847219439971
WBGene00019871,1132.12434934856,0.502471523482547,0.0521855250063215,9.62856124225406,6.05716061308788e-22,1.69486324496174e-21,R04E5.8,0.000443830683238707,20.770865338378
WBGene00015205,532.308131375675,0.483333378444912,0.0502158758412998,9.62511099024577,6.26392638887252e-22,1.75242893501223e-21,moa-2,0.000907995482232829,20.7563595846354
WBGene00019416,34.2405657292093,8.15238083415445,0.847112427567884,9.62372947066835,6.34866231170863e-22,1.77584152563711e-21,fbxb-44,0.238091300787123,20.7505957928435
WBGene00004226,240.114916076851,-0.806207410487512,0.0837762223775903,-9.62334404210577,6.37250438952902e-22,1.78221602683853e-21,ptr-12,-0.00335758987263197,20.7490396551938
WBGene00018236,24.1888849619756,5.25334473532589,0.546074754701463,9.62019337113995,6.57075213420915e-22,1.83735687982851e-21,fbxb-71,0.217180111591917,20.7358064801194
WBGene00011306,1819.20744410143,0.283403136560091,0.0294667801560254,9.61771646102775,6.73087943220415e-22,1.88182178475451e-21,R186.3,0.000155783848334061,20.7254215082002
WBGene00020735,386.780181090729,-0.814542076724655,0.0847041133422089,-9.61632256787654,6.82268349826782e-22,1.90717332079925e-21,T23F2.2,-0.00210595608706637,20.7196098371867
WBGene00007631,53.6636949531397,-1.65982103408774,0.172637607863916,-9.61448119343801,6.94586134516888e-22,1.94128507917907e-21,wht-3,-0.0309300549568407,20.7119106834559
WBGene00022821,1333.80150882895,0.512968628972376,0.0533685493376691,9.61181511093292,7.12811678833325e-22,1.99189432643599e-21,ZK813.2,0.000384591429516938,20.7007337054018
WBGene00009094,30.2870623241361,-3.01072692557564,0.313275573120728,-9.61047455945565,7.2215377821432e-22,2.01766689594204e-21,F23H12.5,-0.0994063700650282,20.6951505314565
WBGene00021629,387.204401730398,0.611756558337234,0.0636588415327254,9.60992288907339,7.26033379760679e-22,2.02817148987949e-21,scpl-3,0.0015799318282626,20.6928953264789
WBGene00000438,74.4363493411693,-1.4715553861894,0.153149080986388,-9.60864653389723,7.35088532547121e-22,2.05312811293859e-21,ceh-14,-0.019769311622803,20.6875839502853
WBGene00016144,904.14445808604,0.375445192635112,0.0390779142359838,9.60760572756961,7.42555220922831e-22,2.07364059466618e-21,mmab-1,0.000415249122280617,20.6832665137518
WBGene00016266,767.741135924192,-0.425163260798377,0.0442669142991812,-9.60453800608012,7.65002246993132e-22,2.13597311101547e-21,idhg-2,-0.000553784655926472,20.6704042187835
WBGene00044197,46.4225001971887,8.10835200958624,0.844243509136125,9.60428113671035,7.66911986084555e-22,2.14095208520437e-21,fbxb-63,0.174664267868909,20.6693930521657
WBGene00013934,528.168677174385,-0.61734938098387,0.0642894400611442,-9.60265605668245,7.7910371979219e-22,2.17462844302214e-21,ZK131.11,-0.0011688489069185,20.6626149359185
WBGene00022599,11034.8795785655,0.366026020861076,0.0381239782941076,9.60093980846824,7.92187661586343e-22,2.21078360768893e-21,daf-41,3.31699152904267e-05,20.6554537642443
WBGene00015043,406.393494906165,-0.577185275615527,0.0601206865650519,-9.60044385040414,7.96008962159078e-22,2.22108156086036e-21,cyp-34A8,-0.00142026209289791,20.6534354933285
WBGene00016197,1032.50922744541,-0.370829463625628,0.038629831845938,-9.59956194229775,8.02849068875275e-22,2.23979802053681e-21,pxl-1,-0.000359153655743221,20.6497911435057
WBGene00004380,1342.53299337994,0.329977619147603,0.0343747096123694,9.59943001318807,8.03877303735688e-22,2.2422969525497e-21,rnf-1,0.000245787344351856,20.6493068733138
WBGene00008442,521.102975326763,0.548058656011964,0.0571011712244328,9.59802827612504,8.14883018831327e-22,2.27262118122652e-21,E01B7.2,0.00105172812661125,20.6434729499389
WBGene00013424,63.5795859047018,-1.73665055671077,0.180975618844961,-9.59604706863045,8.30693150226809e-22,2.31633220980199e-21,Y66A7A.4,-0.0273145937017238,20.6351991536936
WBGene00010910,2013.67570804888,0.331557215273723,0.0345522905764496,9.59580999529182,8.3260522300583e-22,2.32128141497985e-21,M106.2,0.00016465273626158,20.6342722057034
WBGene00043952,35.3796845215603,-2.19758605797196,0.229037463421209,-9.59487598729867,8.40180766274193e-22,2.3420159953316e-21,ZC404.2,-0.0621143486068328,20.6304101431405
WBGene00020296,1760.13135817865,0.270668916325718,0.0282107194548287,9.59454142100544,8.42910920861959e-22,2.34923937973434e-21,rrp-8,0.000153777679755561,20.6290727277942
WBGene00009447,148.380423178272,-0.988279329220907,0.103027552752553,-9.59237895900051,8.60770169744944e-22,2.39861906513975e-21,F35H8.2,-0.0066604428539305,20.6200387187033
WBGene00013034,4175.07679992487,0.24703820833998,0.0257629932304441,9.58887836247442,8.90477576170275e-22,2.48099308882607e-21,tat-1,5.91697399062037e-05,20.6053744455177
WBGene00002977,564.400200462772,-0.574379924057287,0.0599139226128935,-9.58675211049661,9.09014655580478e-22,2.53222304796517e-21,lev-10,-0.00101768199867104,20.5964980426381
WBGene00011040,757.243323619151,0.412002626073436,0.0429778172197845,9.58640183996533,9.12104799103331e-22,2.54041302093905e-21,R05H5.5,0.000544082216670225,20.595095669942
WBGene00016392,5161.37717253578,0.190121081376651,0.019839938566539,9.58274546763462,9.44988977484135e-22,2.63156960111305e-21,sdha-2,3.68353396818789e-05,20.5797851390499
WBGene00013246,952.413075498378,0.53864727916527,0.0562146718392883,9.58196964495682,9.52115892161514e-22,2.65098013212394e-21,Y57A10A.1,0.000565560567176597,20.576593527092
WBGene00013405,1151.68706396884,0.453044237605173,0.0472879944744311,9.58053397358893,9.65444902308846e-22,2.6876499558764e-21,tdpt-1,0.000393374425899978,20.5706272951906
WBGene00009203,1393.48147240772,0.344894120309458,0.0360006297487664,9.58022464374463,9.6834085749231e-22,2.69526847554973e-21,aptf-3,0.000247505350547313,20.5693979682723
WBGene00004499,22699.9473079344,-0.188277746184358,0.0196579391543437,-9.57769503232773,9.92347959636145e-22,2.76163534302294e-21,rps-30,-8.2941930935033e-06,20.5588336678893
WBGene00012239,258.079255488759,0.824706701182658,0.0861087247764912,9.57750452492839,9.94179619772893e-22,2.76627782068673e-21,W04A8.4,0.00319555595284402,20.5581042053069
WBGene00010196,495.324380701338,0.639972338662268,0.0668276247035857,9.5764639473701,1.00424359327426e-21,2.79382119496636e-21,F57C2.4,0.00129202672752777,20.5538013922535
WBGene00008542,230.412842383342,-0.827800523069121,0.0864480746678157,-9.57569646576881,1.01173083892415e-21,2.81418819643547e-21,scav-6,-0.00359268396026249,20.550646862857
WBGene00001162,708.94793129647,0.4371452021566,0.0456679812713508,9.57224711902993,1.04606900558451e-21,2.90922362884252e-21,efl-2,0.000616611154160761,20.5362228937274
WBGene00017249,41.4717673121154,7.04899160447143,0.736437340939842,9.5717465867164,1.05114667078996e-21,2.92286478964485e-21,fbxb-108,0.169970851529449,20.5341912744371
WBGene00016172,341.40128661503,-0.57320195923925,0.0598866151765365,-9.57145361362533,1.05413005164319e-21,2.9306789656576e-21,C27H5.2,-0.00167896836278067,20.5330317527248
WBGene00008994,36.8355505413511,-2.52125392264803,0.263508163232714,-9.56802966449815,1.08962381238271e-21,3.02886067295542e-21,F21A3.4,-0.0684462125743907,20.5187207036755
WBGene00015690,26.277660606069,-3.1285760010693,0.32702117018257,-9.56689134016206,1.10168397357404e-21,3.06188173506215e-21,C10G11.10,-0.119058391383087,20.5140115879035
WBGene00017447,339.298708657202,-0.744861619012408,0.0778690143357862,-9.56557143256521,1.11583337659071e-21,3.10069757504837e-21,F14B8.5,-0.00219529753579154,20.5085405903872
WBGene00044296,185.559618818383,-1.21405025532705,0.126939552465445,-9.56400295847528,1.1328813452611e-21,3.14755393299189e-21,F10C1.9,-0.00654264253751943,20.502026819568
WBGene00013602,42.9766037798352,-1.94210431910447,0.203075221282173,-9.56347262281657,1.13870373765597e-21,3.16321131850822e-21,Y87G2A.16,-0.0451898044120396,20.4998717940481
WBGene00022260,459.027343942855,-0.651212863057187,0.0681040801926405,-9.56202420200307,1.15475678625983e-21,3.20727869586003e-21,Y73C8B.3,-0.00141867989271301,20.4938633004971
WBGene00018564,5042.83533374127,0.191600928193733,0.0200381736694775,9.56179596774246,1.15730667784403e-21,3.21383342782319e-21,F47D12.9,3.79946826563509e-05,20.4929766363629
WBGene00007554,3871.61692127298,0.237808921713829,0.0248714380813136,9.56152679778093,1.16032107361438e-21,3.22167572252275e-21,pptr-2,6.14236704068434e-05,20.4919181755886
WBGene00015607,45.6029024715295,8.08235248704308,0.84546550770512,9.55964780749166,1.18158110111034e-21,3.28016682645838e-21,fbxb-13,0.177233291062757,20.4841040678835
WBGene00003425,315.469181439578,-3.59173537628615,0.375752170772736,-9.55878809402413,1.19143648945774e-21,3.3069837151211e-21,msp-10,-0.0113853764094991,20.4805679437166
WBGene00007014,592.048102360594,0.49463903196445,0.0517547530699921,9.55736435058458,1.20793685152253e-21,3.35223275472546e-21,mdt-10,0.000835471019993549,20.4746658347364
WBGene00020018,160.499647191883,0.926209111734967,0.0969140055820107,9.55702022811542,1.21195883888087e-21,3.36284299563551e-21,R12B2.2,0.00577078596707225,20.4732934085465
WBGene00013198,135.751210455175,-1.31596495147732,0.13771634084797,-9.5556194956564,1.22846730946354e-21,3.40809053738549e-21,Y54E5A.2,-0.00969394635277934,20.4674888765331
WBGene00009971,430.800737099363,-0.620000862780404,0.0648873265674293,-9.55503787224327,1.23538728093343e-21,3.42672659485928e-21,F53C11.1,-0.001439182455803,20.4651205448496
WBGene00018923,1531.70382255155,0.393625846544056,0.0412026248857271,9.55341674555328,1.25487914490978e-21,3.48022283993906e-21,eme-1,0.000256985613503493,20.4583929471289
WBGene00000189,528.763982473567,0.528661196717085,0.055349759835589,9.55128257624643,1.28100428813673e-21,3.55209496446631e-21,arl-5,0.000999805611274806,20.4495154319722
WBGene00009919,1929.58873486317,0.290758053001197,0.0304427923941596,9.55096527403244,1.28493417744323e-21,3.56240843461203e-21,kbrl-1,0.00015068395028841,20.4482562896091
WBGene00012029,643.632648182133,0.460049524366285,0.0481800443024478,9.54854921839314,1.31525158689086e-21,3.64586447255595e-21,T25G3.1,0.000714770336255692,20.4381994793769
WBGene00006383,1309.16338360201,0.358023475057797,0.0375008338681627,9.54708037470468,1.33402788800246e-21,3.69730657528098e-21,taf-2,0.000273475014304737,20.4321145368674
WBGene00020092,3554.36247800071,0.300966775390131,0.0315272462629505,9.54624368014704,1.34484169881673e-21,3.72666711463493e-21,pcf-11,8.46753186409456e-05,20.4286793989644
WBGene00019381,1518.95585367027,0.413039874601652,0.0432768928079548,9.54412037931082,1.37267503409747e-21,3.80317282286041e-21,K04C2.3,0.000271923554330837,20.4198539390351
WBGene00019973,120.814343902191,1.15090010953269,0.120589985730149,9.54391115119733,1.37544835956731e-21,3.81023286772918e-21,R09A1.3,0.00952618763931244,20.4190484809965
WBGene00022518,858.010220106974,-0.445338642140939,0.0466677108744803,-9.5427573754098,1.39084156218402e-21,3.85224415005566e-21,zfh-2,-0.000519036523930234,20.4142861956748
WBGene00008935,22.9937550222009,-4.14865475188444,0.434756112041413,-9.54248747051371,1.39446705018885e-21,3.86165372121517e-21,F18C12.4,-0.180425282772598,20.41322667248
WBGene00013694,860.301695545939,0.409954446851065,0.0429669665138493,9.54115405654542,1.41251573965351e-21,3.91099539629521e-21,Y106G6A.1,0.000476524048451296,20.4077126952636
WBGene00014064,40.5853787202925,2.01026254198547,0.210712424755784,9.54031326968669,1.42401498886939e-21,3.94218970335951e-21,sdz-37,0.0495316935648144,20.4042624807314
WBGene00013068,27.0165697626589,-4.2724932101138,0.447954795879858,-9.53777758249449,1.45925882213998e-21,4.039096671095e-21,Y51A2B.4,-0.158143437440347,20.3937157523708
