,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,SNR,logq
WBGene00014015,4133.452784147,0.546734663473979,0.0264269099661628,20.6885581467535,4.39149500927615e-95,4.89573583939264e-94,panl-3,0.000132270692814217,93.3101820235809
WBGene00003037,2728.33020250865,0.58380905807844,0.028220198218346,20.6876313752787,4.47670571478962e-95,4.98744508304048e-94,lin-54,0.000213980352356778,93.302121873313
WBGene00003476,10434.8796440107,0.465328115194277,0.0224968338949161,20.6841601519507,4.81078291631208e-95,5.35611047978614e-94,mtm-3,4.45935296878448e-05,93.2711504734325
WBGene00009008,952.386727644086,-1.04388783233666,0.0504828462899306,-20.6780700585197,5.45811164561204e-95,6.07282204988117e-94,F21D5.3,-0.00109607557732238,93.2166094446945
WBGene00014179,593.764577313752,-3.92296697969577,0.18973705120713,-20.6758087296992,5.72000165945397e-95,6.36002549822204e-94,ZK1010.5,-0.00660694007285454,93.1965411432014
WBGene00022554,595.756952604266,1.12898616421534,0.0546085272893123,20.6741734351129,5.91716545512274e-95,6.57493046599095e-94,duxl-1,0.00189504488244768,93.1821088357502
WBGene00017802,116.068606159049,-3.68060310534378,0.178031640828817,-20.6738706008041,5.95441469181027e-95,6.61197899143735e-94,F26A1.3,-0.0317105824489719,93.1796685350034
WBGene00019629,5584.21303018352,0.457745888317142,0.0221433510745887,20.671933835816,6.19823587606308e-95,6.87821283479446e-94,cid-1,8.19714229817086e-05,93.1625243897896
WBGene00044644,318.186920348369,2.55020195949604,0.12340965207995,20.6645259630415,7.22631404779694e-95,8.01382127332029e-94,B0205.13,0.00801479192389157,93.096160347563
WBGene00022632,119.744265939783,-3.30955795682626,0.160171801366785,-20.6625506399066,7.52809039351452e-95,8.34301727108357e-94,ZC581.2,-0.0276385506299781,93.0786768573716
WBGene00015992,129.079770720625,-3.70713175137642,0.179432420599869,-20.6603229170232,7.88353719978875e-95,8.7312238240854e-94,C18H2.5,-0.0287196958181773,93.05892487854
WBGene00016710,338.254863603397,1.36391859763767,0.0660194609047282,20.6593416387619,8.0453719059667e-95,8.90463235870991e-94,fbxc-52,0.00403222168960993,93.0503840063388
WBGene00004338,2036.15175586305,0.659492906356476,0.0319364457338013,20.6501660157653,9.72849707267456e-95,1.07604807817563e-93,rfc-2,0.000323891824102738,92.9681683238184
WBGene00006307,3336.32069605775,0.475254105065592,0.0230251398372331,20.6406609655884,1.18431941830279e-94,1.30909454708936e-93,suf-1,0.000142448567857148,92.8830289861487
WBGene00015696,119.169834161708,-3.303374553818,0.160059384645955,-20.638430924403,1.24023746106451e-94,1.37000904396832e-93,C10H11.7,-0.0277198888213226,92.8632765658855
WBGene00021049,786.377233769418,0.961968253720128,0.0466172074915625,20.6354757284473,1.31841681958898e-94,1.45541864565586e-93,W05H9.2,0.00122329107762827,92.8370120655465
WBGene00007773,648.852480398591,1.08428026986827,0.0525489171670626,20.6337319267901,1.36683576825208e-94,1.50788537849609e-93,C27C12.3,0.00167107363017584,92.8216316699905
WBGene00006352,8138.94625841825,0.43785977237118,0.0212253759278,20.6290703100194,1.50515968262292e-94,1.65940177908975e-93,sur-6,5.37980911126295e-05,92.7800484486255
WBGene00018900,9995.09275143374,0.56675199781758,0.0274756266343844,20.6274457488921,1.55657710700624e-94,1.71497098840277e-93,rod-1,5.67030253657509e-05,92.7657432223752
WBGene00011050,3435.81987497367,0.556235165943215,0.0269690736006994,20.6249266911709,1.63979193297888e-94,1.80547813154206e-93,agl-1,0.000161892993865832,92.743407767502
WBGene00007647,1978.85364809932,0.686326889968006,0.0332769223657882,20.6247104952715,1.64713727866705e-94,1.8123864867934e-93,C17E4.10,0.0003468305453651,92.7417491845931
WBGene00003389,5350.99106731808,0.518361747704068,0.0251363493667562,20.621998053131,1.74213150291265e-94,1.91566545963553e-93,mog-1,9.68721011085281e-05,92.7176803312281
WBGene00009366,3301.91049250501,0.542095321213434,0.0263058762193,20.6073850836306,2.35621563801354e-94,2.58923618455215e-93,F33H2.2,0.000164176261726032,92.5868283323503
WBGene00019717,318.674386884446,-1.71301461703087,0.0831377123435744,-20.6045435788716,2.49863851534774e-94,2.74396233583581e-93,trx-3,-0.00537543865316049,92.5616218541355
WBGene00003406,4308.96993805819,0.638493827102674,0.0309891215828352,20.6038052868312,2.5370285980871e-94,2.78431484860104e-93,mrg-1,0.000148177832818766,92.5552816565332
WBGene00010474,132.38048918341,-3.81254141191945,0.185125166184254,-20.5943983225104,3.08090415221242e-94,3.37901108022623e-93,K01D12.15,-0.028799874025524,92.4712103841135
WBGene00000699,5631.43635651166,-5.55552637453528,0.269806408474966,-20.5907873202009,3.31931204810783e-94,3.63812939055238e-93,col-125,-0.000986520316102194,92.4391218592572
WBGene00011747,3961.84879414295,0.499483132532906,0.024263951101262,20.5853997334724,3.70965229292641e-94,4.06332982221318e-93,sna-2,0.000126073244711238,92.3911179243746
WBGene00002241,3080.44776027101,0.508100077446028,0.0246919248767718,20.5775807265641,4.3590018464244e-94,4.7714998866132e-93,kup-1,0.00016494357865732,92.3213450821573
WBGene00010368,185.988444709106,-2.3900897554748,0.116172814641437,-20.5735719053697,4.73471165131854e-94,5.1794133985303e-93,H06A10.1,-0.012850743277159,92.2857194240786
WBGene00006780,5468.4527171072,-0.616056028890991,0.0299458226115675,-20.572352841395,4.85524499877136e-94,5.30783663528474e-93,unc-44,-0.000112656369317002,92.2750824523272
WBGene00018625,3066.62398387217,0.565391510229443,0.0274854188561797,20.5705982938777,5.03411674097484e-94,5.4998294130095e-93,prp-17,0.000184369362922524,92.2596507807126
WBGene00017782,1353.56992867919,0.852291395387606,0.0414504571208414,20.5616886902575,6.04907559299897e-94,6.60441975873042e-93,F25E5.1,0.000629661886932779,92.1801653319709
WBGene00044109,412.483981819353,-8.6125524705449,0.418883734902417,-20.5607230668703,6.17066487148413e-94,6.73282795745493e-93,K02E11.10,-0.0208797258806446,92.1718024828264
WBGene00009385,2894.06239483787,0.582184653215445,0.0283274687230538,20.5519476133653,7.3936583762897e-94,8.06204128234217e-93,sas-5,0.000201165204403984,92.0935549823368
WBGene00012641,2967.31417543965,0.561099379756937,0.027301649849785,20.5518488019637,7.40872384539191e-94,8.07326681491096e-93,epg-6,0.00018909335061354,92.0929506941995
WBGene00013742,1272.69648012627,0.725189758272638,0.0352861367840078,20.5516903908082,7.43294023551752e-94,8.09444321786763e-93,sas-1,0.000569805738914819,92.0918130191433
WBGene00017355,1845.88524098134,0.675485265035011,0.032868758437272,20.5509820617086,7.54219248147212e-94,8.2081365507365e-93,F10E9.3,0.00036594109429896,92.0857554272398
WBGene00008498,261.69705147346,-1.65220932359038,0.0804127855557142,-20.5465997996754,8.25463919580745e-94,8.97771588114714e-93,F01D5.8,-0.00631344264021232,92.0468341428865
WBGene00009130,515.123403892341,-1.2503777179926,0.0608680598147366,-20.5424277001494,8.99520133521441e-94,9.77686526627061e-93,F25H5.8,-0.00242733626262092,92.0098003697306
WBGene00000794,3738.37607626594,0.663127045675166,0.0322815330842641,20.5419935894684,9.07596650895355e-94,9.85831715218362e-93,crn-1,0.000177383717460959,92.0061972142572
WBGene00018792,104.18872868229,-3.15710879278873,0.153716618590603,-20.5385001422463,9.75280978429228e-94,1.05867094278113e-92,F54C1.8,-0.0303018266247967,91.9752390067872
WBGene00001412,3358.80563276272,0.51143602892721,0.0249036810115297,20.5365635983865,1.01494661572331e-93,1.10102189601831e-92,fem-2,0.000152267229737416,91.9582040441296
WBGene00021969,580.618383042277,-3.74454650576843,0.182337861697765,-20.5363080980692,1.02029873783513e-93,1.10611886869852e-92,Y57G7A.6,-0.00644923863097144,91.9561981992105
WBGene00003911,886.100133040979,0.892882893221095,0.0434884224828562,20.5315079794647,1.12624977279098e-93,1.22020005793481e-92,pak-1,0.00100765462042855,91.9135689587234
WBGene00020107,7485.62406892686,0.392346096904041,0.0191114970117861,20.5293230908118,1.17804457385246e-93,1.27549893303296e-92,R151.2,5.24132782105218e-05,91.8943199003455
WBGene00009127,3018.34556209517,0.600672817476948,0.0292593160959709,20.5292842630612,1.17898619480258e-93,1.27570226180589e-92,clsp-1,0.000199007305531973,91.8942506744731
WBGene00008079,128.743707440722,-2.70353570132656,0.13169657490005,-20.5285194651295,1.19768730793662e-93,1.29510941292086e-92,C44B9.2,-0.0209993618722792,91.8876935401383
WBGene00012240,105.745772528908,3.79933053769044,0.185152339970821,20.5200244203729,1.42640746755276e-93,1.54144914261784e-92,W04A8.5,0.0359289118309842,91.8120707994777
WBGene00020218,1182.64443881738,0.821732092305201,0.0400519253779111,20.5166689129605,1.52832330626629e-93,1.65053065168758e-92,T04G9.7,0.0006948259893962,91.7823764060594
WBGene00021908,110.3727494819,-3.10573734280037,0.151381802442662,-20.5159226055372,1.55196043039269e-93,1.67498892624589e-92,Y55B1AR.4,-0.0281386244102734,91.7759880598428
WBGene00020414,1642.28720351383,-3.76571160187692,0.183571574100277,-20.51358779448,1.62828982935749e-93,1.75624912569897e-92,T10E9.4,-0.00229296775486031,91.7554138789525
WBGene00010980,128.032432164306,-2.92407810953645,0.142670117595734,-20.4953788418541,2.36736924954608e-93,2.55178279045021e-92,R02D5.7,-0.0228385734778821,91.59315629583
WBGene00011835,4399.46800371354,0.573990492415172,0.0280092680586926,20.4928772580701,2.49220680420861e-93,2.68463499348328e-92,T19B10.8,0.000130468159316234,91.5711147532016
WBGene00018487,126.748315587601,-3.10136268717123,0.151397295693055,-20.4849279042538,2.93418073268019e-93,3.15872395287194e-92,F46C8.8,-0.0244686698422257,91.5004883262895
WBGene00007110,3039.35972445163,0.564246819061743,0.0275476889621944,20.4825464610152,3.08121761116819e-93,3.31490436324216e-92,leo-1,0.000185646606593613,91.4795289967058
WBGene00002068,5756.37247278003,0.511008780724826,0.0249487239397283,20.4823614209422,3.09294562476578e-93,3.32540780228154e-92,ify-1,8.87727094000982e-05,91.4781550885802
WBGene00016192,929.404171780024,0.912503243056144,0.0445535286672883,20.4810543710338,3.17706572451155e-93,3.41368147656565e-92,bcl-7,0.000981815307874602,91.466777004435
WBGene00006349,2419.57605665857,0.773792414000973,0.0377854881672438,20.4785607261725,3.34393613570467e-93,3.59069995079506e-92,sur-2,0.000319804955860564,91.4448208842525
WBGene00004459,14109.5678067141,0.393628291833994,0.0192217045170176,20.4783239428898,3.36022876921152e-93,3.60590687770238e-92,rpn-2,2.78979694648538e-05,91.442985493094
WBGene00006704,7245.10336557392,0.505265704501373,0.024678081153974,20.4742703190279,3.65176019945779e-93,3.91626982607251e-92,ubc-7,6.9738922829205e-05,91.4071273934937
WBGene00006801,3804.21876561694,-0.816505765722277,0.0398839403626668,-20.4720435919257,3.82250390959071e-93,4.09678490576337e-92,unc-68,-0.000214631653968476,91.3875568372898
WBGene00009331,132.820202305401,-3.69065014858828,0.180302351461558,-20.469229151319,4.04975307480955e-93,4.33759311930392e-92,F32D8.7,-0.0277868131845045,91.3627511886816
WBGene00016181,161.129893158093,-3.32173371848545,0.162281673347871,-20.4689392829029,4.07391048610471e-93,4.36070760002214e-92,C28C12.11,-0.0206152542733106,91.3604430332427
WBGene00013452,135.945982958627,-3.98826168929027,0.194888742410239,-20.4642999896578,4.48070142519307e-93,4.79310431217082e-92,Y67A10A.3,-0.0293371058305123,91.3193831193689
WBGene00020339,709.670930805594,-1.11708257287704,0.0545895403788765,-20.4633078997181,4.57281865236232e-93,4.88855401477749e-92,ttr-59,-0.00157408528993708,91.3108195818313
WBGene00015348,356.967143455601,-3.8300575310134,0.187212802513648,-20.4583098996885,5.06642798481192e-93,5.41282580725835e-92,C02F5.5,-0.0107294399533154,91.2665759489229
WBGene00022034,7322.5678993862,0.414527992194765,0.020262334130802,20.4580572760675,5.09274277080998e-93,5.43750699750267e-92,deps-1,5.66096481303385e-05,91.2646001711454
WBGene00012180,108.255219524795,-3.59912015670395,0.175931031643808,-20.4575629613244,5.14462862984163e-93,5.48944201152648e-92,W01D2.3,-0.0332466200937276,91.2604717982878
WBGene00015908,135.583152957145,-3.8252357037919,0.187069389159546,-20.4482182840158,6.2309797141176e-93,6.64441523012049e-92,C17F3.3,-0.0282132080598612,91.1775432349631
WBGene00011777,358.654101084586,-1.78787728929019,0.0874757645799317,-20.4385442971064,7.59715284741203e-93,8.09613461188626e-92,T14G10.8,-0.0049849626252246,91.0917222795664
WBGene00007028,6030.37014898573,0.667617049350462,0.0326848777543442,20.425869552525,9.84894113662938e-93,1.04892152835229e-91,trr-1,0.000110709132749132,90.9792570009183
WBGene00018004,113.804010144087,-3.50173132630335,0.171503931893797,-20.4177903540532,1.162025514846e-92,1.236789797971e-91,F33D11.7,-0.0307698412548893,90.9077041058184
WBGene00009755,106.827656459359,-3.17015638548681,0.155316040969673,-20.4110043347411,1.3351290414615e-92,1.42013757188265e-91,F46A9.2,-0.0296754276051432,90.8476695825074
WBGene00020423,7495.06715703594,0.477994148331425,0.0234210996158324,20.4086979762601,1.39963690138751e-92,1.48781754285056e-91,prp-19,6.37744983889454e-05,90.827450324833
WBGene00015084,104.104797502082,-3.52185398503781,0.172597417990185,-20.405021268847,1.50896232706399e-92,1.60302382052128e-91,B0244.9,-0.033829891316655,90.7950600240937
WBGene00017747,475.026320123619,-1.193858903601,0.0585097787180716,-20.4044337503581,1.52720463016268e-92,1.62138544267522e-91,F23F1.6,-0.00251324790443258,90.7901137305381
WBGene00008001,123.977920017026,-4.17537568678634,0.204645373319267,-20.4029811134423,1.57325867995457e-92,1.66923239127719e-91,C38C10.3,-0.0336783814909375,90.7774831964403
WBGene00010083,1416.23203139475,-1.27538561560632,0.0625099383467191,-20.4029255081365,1.57504884657533e-92,1.67008468863373e-91,xdh-1,-0.000900548488760189,90.7772615055747
WBGene00016010,112.695308221174,-3.32201642241413,0.162859809471788,-20.3980124573927,1.74151341062805e-92,1.84543716017899e-91,C23G10.1,-0.0294778591482655,90.7339007385757
WBGene00004154,458.760961076302,-1.8343546888548,0.0899571095473888,-20.3914365199615,1.99210096831678e-92,2.10965736463234e-91,pqn-72,-0.00399849778967943,90.6757880739595
WBGene00011400,167.968398396254,-3.00999037755153,0.147640545598032,-20.3872883655319,2.16835875811206e-92,2.29488025412948e-91,T03F6.4,-0.0179199802242007,90.6392399708359
WBGene00000121,5409.72335915444,0.595528209103652,0.0292176887504104,20.3824544162579,2.39347429265435e-92,2.53154784091185e-91,aly-2,0.000110084780600821,90.5966138609504
WBGene00019273,130.179213303305,-2.97254749731323,0.145842546973807,-20.3818951258928,2.420981055636e-92,2.55904199903361e-91,H43E16.1,-0.0228342714776397,90.5919225864071
WBGene00016455,108.066204625819,3.24664029343012,0.15930669576111,20.379810640845,2.52630617502893e-92,2.66870657927681e-91,C35E7.3,0.0300430676238854,90.5736991736858
WBGene00022420,4671.57230434404,0.496964777874838,0.0243911332118809,20.3748129928119,2.7978211304083e-92,2.95368228258888e-91,wdr-4,0.000106380624230672,90.5296362220706
WBGene00002120,123.672397895663,-3.41028665636056,0.167384117513188,-20.3740158088288,2.84374556400483e-92,3.00029340272156e-91,ins-37,-0.0275751640170967,90.5228362729629
WBGene00008245,117.445931023646,-3.28958026494327,0.161463642934631,-20.3735045559147,2.87359299751655e-92,3.029894971774e-91,fipr-10,-0.0280093165959148,90.5185724256131
WBGene00012294,159.968852962744,-3.07865606976103,0.151136409346509,-20.3700490376387,3.0836902853668e-92,3.24939543581957e-91,nspa-8,-0.0192453469081136,90.4881974338861
WBGene00015306,152.139071167545,-3.4771770342265,0.170728726137736,-20.366678255546,3.30338943385397e-92,3.47873424947796e-91,C01G5.4,-0.0228552534700124,90.4585787469907
WBGene00015464,604.983655166548,-1.09303041485936,0.0536848721787149,-20.3601195364814,3.7766123487077e-92,3.97460266027241e-91,C05C8.7,-0.00180671065329601,90.4007062811148
WBGene00019020,143.075474815485,-3.00818901326499,0.147754610685456,-20.3593579876089,3.83576758053252e-92,4.03435020294294e-91,F57H12.5,-0.0210251897968149,90.3942264054281
WBGene00006759,10899.1640043743,-0.776277465206529,0.0381299996155531,-20.3587063475838,3.88711866934083e-92,4.08582044976738e-91,unc-22,-7.12235786978688e-05,90.3887207222333
WBGene00017998,252.784341802284,-7.48764582860378,0.367929541495463,-20.3507600889289,4.57131396282852e-92,4.8020078332059e-91,F33D4.6,-0.0296206868480021,90.3185771358418
WBGene00003956,2074.09539828952,-0.623542048633588,0.0306416893462782,-20.3494670801929,4.69349164365839e-92,4.92729274724757e-91,pcp-1,-0.000300633253970775,90.3073916340439
WBGene00077697,123.3964343179,-5.291192602965,0.260058197801298,-20.3461865370913,5.01828965247346e-92,5.2650040786614e-91,F58E6.13,-0.0428796231610191,90.2786012880418
WBGene00019169,150.415732699156,-4.22307632303734,0.207674935681071,-20.3350313276262,6.29993126699892e-92,6.60555990281429e-91,H06I04.5,-0.0280760280008997,90.1800903646661
WBGene00017312,184.52432761663,-2.11083670398462,0.103809823623442,-20.3336893398589,6.47463908848713e-92,6.78453977055528e-91,pitr-5,-0.0114393409868975,90.1684796073834
WBGene00019017,26652.8861272673,-0.740411719820086,0.0364204332155258,-20.3295692678486,7.04178943030735e-92,7.37426995848337e-91,F57F4.4,-2.77797952643712e-05,90.1322809677153
WBGene00004467,6165.63454079607,0.499245349804585,0.024566534785017,20.3221721815269,8.18723899950922e-92,8.56850003640658e-91,rpn-11,8.09722578432495e-05,90.067095197088
WBGene00012243,3129.55164300284,0.581108033908242,0.0286041606252156,20.3155072970739,9.37761894075663e-92,9.80824754848112e-91,W04D2.4,0.000185684117150616,90.0084085816121
WBGene00000080,2788.37523109678,0.555402194317678,0.0273405070493244,20.3142609358228,9.61867603825478e-92,1.00541602591344e-90,adr-2,0.000199184883054357,89.9976541965793
WBGene00008605,115.921376530779,-3.55168971404911,0.174867334371967,-20.3107671698945,1.03278587352454e-91,1.07887872454665e-90,mlt-9,-0.030638781390817,89.9670273710912
WBGene00006547,111.017387885927,4.23981746664601,0.208766956611563,20.3088531607745,1.07382477780844e-91,1.1210571693308e-90,tbx-11,0.0381905712914316,89.9503722395979
WBGene00000001,2130.35677515668,0.556303064628177,0.0274064846145384,20.2982276805057,1.3330672958282e-91,1.39084450353272e-90,aap-1,0.00026113140818268,89.8567214214332
WBGene00010726,320.269252755256,1.58221531372926,0.0779779919812285,20.2905367723517,1.55883991937126e-91,1.62540036694516e-90,K09E9.3,0.00494026604214287,89.7890396465383
WBGene00010992,118.510076450444,-3.98993163709912,0.196678809520681,-20.2865354270897,1.69099923267105e-91,1.76121387249252e-90,R03D7.8,-0.0336674463185208,89.7541879024067
WBGene00008801,110.513385591787,-3.89938575301438,0.192215508648781,-20.2865303659726,1.69117328062421e-91,1.76121387249252e-90,acp-3,-0.0352842846333374,89.7541879024067
WBGene00006940,6828.28232063337,0.44242924954731,0.0218098219281856,20.2857800033453,1.71717641195604e-91,1.78719412174244e-90,wee-1.3,6.47936375170661e-05,89.7478282726635
WBGene00017881,5350.39789417323,-0.548103200306528,0.0270248507832925,-20.281451494466,1.87515534395735e-91,1.95041511283284e-90,asp-13,-0.000102441577457899,89.7098729465727
WBGene00010495,106.269984736767,5.01640817530092,0.247377229702209,20.2783747774185,1.99618536966235e-91,2.07502733481547e-90,K02B12.2,0.0472043746663433,89.6829761778525
WBGene00003804,2892.63532410925,0.547119403032324,0.0269854291493011,20.2746230199008,2.15436214606314e-91,2.23807677089175e-90,npp-18,0.000189142197937033,89.6501250203086
WBGene00017951,2980.93244905235,0.60449418055202,0.0298195812805132,20.2717192728341,2.28531848518016e-91,2.37266532053398e-90,panl-2,0.000202786943643823,89.6247635174489
WBGene00016946,117.72814775392,-3.6342600134936,0.179409679063593,-20.2567667054652,3.09640630486968e-91,3.21278258107355e-90,C55B7.10,-0.0308699328311022,89.4931186635039
WBGene00016944,3083.49873111739,0.495793084381542,0.0244766826138601,20.2557304109829,3.16225232260509e-91,3.27909289555429e-90,uri-1,0.000160789131961756,89.4842462797457
WBGene00001484,438.27416147157,1.29946221235038,0.0641605240089137,20.2532979962858,3.32234688433761e-91,3.44299303880253e-90,fox-1,0.0029649528231079,89.4630638553705
WBGene00013575,2662.31192805146,-0.6438751289853,0.0317960483029599,-20.2501619965573,3.54073718817578e-91,3.66706826410641e-90,acs-5,-0.000241848117871203,89.4356810053792
WBGene00012138,135.822162778923,-2.84063406648381,0.14032345942866,-20.2434723178128,4.05563984546892e-91,4.19777327858536e-90,T28F4.3,-0.0209143633731373,89.3769810213321
WBGene00004180,2028.68422743384,0.577927168787734,0.0285524237388993,20.2409145392577,4.27168885100293e-91,4.41869134630333e-90,pri-1,0.00028487783410175,89.3547063336445
WBGene00006713,3598.56146442644,0.591460671660243,0.0292219096780497,20.2403155090348,4.32392457955975e-91,4.46999240439155e-90,ubc-18,0.000164360308280718,89.3496932148398
WBGene00043743,1742.05110664542,-3.49517819810595,0.172703301348038,-20.238050870043,4.52722538828726e-91,4.67730373907115e-90,Y59E9AL.2,-0.00200635801370744,89.3300044265595
WBGene00007627,1844.54966834284,0.614967184687742,0.0304027896145021,20.2273275737304,5.62712028577433e-91,5.8101132761537e-90,ccdc-55,0.000333396923510459,89.2358154003586
WBGene00003452,2259.8867188078,-3.54494466153084,0.175322769712492,-20.2195337624663,6.59030046641643e-91,6.80046675568081e-90,msp-59,-0.0015686382118308,89.1674612781085
WBGene00004343,3670.18387048326,0.573241282169779,0.0283525501438219,20.2183323638241,6.7527448912733e-91,6.96384532571713e-90,rgr-1,0.000156188709448581,89.1571508835819
WBGene00016888,4288.63099313413,0.494712170981742,0.0244711582873694,20.2161321982492,7.0606607050796e-91,7.27695256468101e-90,C52E12.1,0.000115354333766125,89.138050456048
WBGene00012156,2934.7561363902,0.468358914350738,0.0231719272154994,20.212341856376,7.62432735024441e-91,7.85310357566562e-90,ebp-2,0.00015959040294463,89.1049586745401
WBGene00003730,1575.02020530031,-0.866503366415231,0.0428830039487623,-20.2062189358411,8.63121626793793e-91,8.88479762179524e-90,nhx-2,-0.000550153809772881,89.0513524601196
WBGene00007171,2350.146410101,0.543722613607222,0.02691025762665,20.2050318934427,8.84125493789874e-91,9.09547460875747e-90,B0393.6,0.000231356910901502,89.041174634194
WBGene00004268,4249.29333400134,0.47548452101877,0.0235330807011196,20.2049415908453,8.8574404830317e-91,9.10658962906109e-90,rab-5,0.000111897316481805,89.0406442336284
WBGene00011171,114.721561615422,-3.47416442593572,0.171948314455759,-20.2047018427133,8.9005557184567e-91,9.145361531478e-90,R09E10.1,-0.0302834478280733,89.038799121459
WBGene00015023,2115.34642249801,0.625215720653003,0.0309560568870232,20.196878527998,1.04284354879398e-90,1.07087629710197e-89,B0205.9,0.000295561858806411,88.9702606940504
WBGene00016449,2034.60500682556,0.690835823320407,0.0342067972743669,20.1958639325199,1.06448626628392e-90,1.09243790687221e-89,tost-1,0.000339542968292536,88.9616032385398
WBGene00009364,2699.60444207306,0.536065172552505,0.0265534500287394,20.1881552857467,1.24424048365507e-90,1.27613828514514e-89,F33H1.3,0.000198571747844975,88.8941022619617
WBGene00003515,6152.3570450622,-0.865519547010523,0.0428882419034507,-20.180812003415,1.44355337633941e-90,1.479664069521e-89,myo-3,-0.000140680968394898,88.8298368719788
WBGene00019918,174.221199617803,1.91626819495357,0.0949985509320692,20.1715518410785,1.74089466040965e-90,1.78336321659276e-89,fbxc-36,0.0109990529232801,88.7487601953007
WBGene00008729,4957.93975123564,0.52122143586486,0.0258440405073557,20.167954608975,1.87223315553635e-90,1.91674541386217e-89,F13B12.1,0.000105128634476641,88.7174355671935
WBGene00001827,7832.30305165443,0.538324858149216,0.0266927290399396,20.167471723994,1.89060036513375e-90,1.93437907975565e-89,hcf-1,6.87313622313815e-05,88.713458413338
WBGene00008418,2281.16762278584,0.555135363163772,0.0275319452561914,20.1633178476168,2.05620896401322e-90,2.10255131709944e-89,D2030.8,0.000243355796224138,88.6772533955485
WBGene00019236,164.801255273737,-6.33578503082846,0.314304635151181,-20.1581024339044,2.28477569900416e-90,2.33485864458015e-89,H23N18.5,-0.0384450046833966,88.6317394070624
WBGene00020779,3218.50622649398,0.505840737032781,0.0250974134529738,20.1550943877383,2.42795258312655e-90,2.47967661824083e-89,T24G10.2,0.000157166306800596,88.6056049530734
WBGene00014127,111.117085784696,-3.81888090125215,0.189503650436629,-20.1520176126064,2.58366317630034e-90,2.63711290304769e-89,ZK892.3,-0.0343680800687281,88.578871276304
WBGene00004684,5175.51563412798,0.514782060081091,0.0255504523737757,20.1476691117003,2.820867883742e-90,2.87748928249342e-89,rsd-6,9.94648835927681e-05,88.5409862852699
WBGene00018841,109.883160169916,-3.99872061790959,0.198490220377564,-20.1456807811655,2.93644909064524e-90,2.99358602174635e-89,F54H5.5,-0.0363906590575502,88.5238082577344
WBGene00012528,4569.60116512681,0.459810578649134,0.0228267345880732,20.1435109728477,3.06797629832883e-90,3.12578945795417e-89,pap-1,0.000100623787948543,88.5050402778613
WBGene00017175,112.219405392146,-3.63689910802962,0.180557414286953,-20.1426184706524,3.12376804516404e-90,3.18071760699826e-89,irld-3,-0.0324088253303485,88.4974748870594
WBGene00019204,411.210915092944,-1.4400003525696,0.0714914617427982,-20.1422703839827,3.14580082918572e-90,3.20122594301322e-89,H14N18.4,-0.00350185342780631,88.4946836722036
WBGene00015017,2603.22795846064,0.572811275873444,0.0284390303586535,20.1417301732704,3.18030182949451e-90,3.23438989546488e-89,B0205.1,0.000220038846007233,88.4902076284487
WBGene00006553,140.445870912233,-3.4999228888643,0.173779890264082,-20.1399764008695,3.294931013835e-90,3.34895600883662e-89,tbx-34,-0.0249200839165393,88.4750905572213
WBGene00004728,6064.55799074486,0.615737541629716,0.0305892897708222,20.1291872496184,4.09658426360729e-90,4.16125423127408e-89,sax-2,0.000101530489537637,88.3807757502329
WBGene00013233,92.8983606883315,4.24269424810225,0.21077523576427,20.1289977578165,4.11227821838719e-90,4.17469011936211e-89,sdz-33,0.0456702811186974,88.3793757559758
WBGene00015954,613.178037464151,-1.11780471646046,0.0555721975052047,-20.1144595074861,5.51367242639141e-90,5.59399751030107e-89,C18B2.3,-0.00182296926531034,88.2522777312542
WBGene00004875,3558.71585546192,-0.770104578923511,0.0382927298717295,-20.1109866416721,5.9135806941666e-90,5.99613697348001e-89,smd-1,-0.000216399569451872,88.2221284548519
WBGene00013478,104.825174822508,-4.12320681008206,0.20503587878055,-20.1096843859954,6.0708872018771e-90,6.15195353996204e-89,Y69E1A.8,-0.0393341276755659,88.2109869530204
WBGene00019595,1626.66719097756,0.66263564555251,0.0329570061660479,20.1060630997227,6.53060988449105e-90,6.61385464244416e-89,dscc-1,0.000407357847522757,88.1795453541272
WBGene00017088,4544.90094504421,0.486302416535851,0.0241991636102718,20.0958357225797,8.02520039153012e-90,8.12263553982441e-89,akir-1,0.000106999563338365,88.0903030329892
WBGene00001281,2790.24924181226,0.581728855455978,0.0289565709732261,20.0897010904315,9.08070837043377e-90,9.18546489855653e-89,emb-27,0.000208486341198016,88.0368988581096
WBGene00003526,178.563874591085,-2.85132793099402,0.141937922323655,-20.0885562104555,9.29250866905855e-90,9.39331293901165e-89,nas-7,-0.0159681119012657,88.0271812088652
WBGene00007023,1776.60356559078,0.61053767902499,0.0303923511732573,20.0885306814371,9.29728722616824e-90,9.39331293901165e-89,mdt-27,0.000343654426260236,88.0271812088652
WBGene00010254,503.256560815336,-3.84767472264039,0.191545294207925,-20.0875450297603,9.48366927838521e-90,9.57590305478e-89,F58E6.5,-0.0076455530284726,88.0188202593213
WBGene00018122,299.212733886982,-3.76603704716209,0.187493546118894,-20.0862223000143,9.73966129660971e-90,9.82852046049649e-89,ttbk-2,-0.0125864865383189,88.0075118539078
WBGene00020802,104.900061841796,-3.96404394422287,0.197368883300747,-20.0844422784849,1.0095066664132e-89,1.01810973275987e-88,btb-2,-0.0377887665138005,87.9922054108364
