,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,logq
WBGene00020840,545.501442856927,-0.484403816069561,0.0604980587288979,-8.00693156519712,1.17605891221972e-15,3.31392948265043e-13,spch-3,12.4796567372026
WBGene00003435,566.415930971236,-0.434122854056181,0.0542825018664737,-7.99747320276531,1.26998402218005e-15,3.50245380755272e-13,msp-40,12.4556275837388
WBGene00009692,3095.2119528071,-0.335569947736488,0.0424123507093969,-7.91208084729286,2.53121916434376e-15,6.83534641837997e-13,F44E5.5,12.1652394703019
WBGene00020414,284.34458402752,-0.626611219550377,0.0793693984580698,-7.89487172290226,2.90613981833669e-15,7.68762945413881e-13,T10E9.4,12.1142075579489
WBGene00015688,481.375966280117,-0.504626676866772,0.0649137733417934,-7.77379977912759,7.61660975529495e-15,1.97452991296266e-12,C10G11.8,11.7045362825726
WBGene00000703,12914.3634078754,-0.213466119634742,0.0275101736790377,-7.75953369561604,8.5242216562519e-15,2.16648943349681e-12,col-129,11.6642434247857
WBGene00017851,535.980679150687,-0.42831432957029,0.0554022521362894,-7.7309913054913,1.06712312534345e-14,2.66000960590418e-12,F27C1.1,11.5751167950292
WBGene00016052,275.366686967129,-0.559853927459804,0.0725311578548347,-7.71880587623193,1.17424580579074e-14,2.87180644050181e-12,dod-3,11.5418448348527
WBGene00020713,203.272427361573,-0.656464389352677,0.0851420218362138,-7.71022786627625,1.25593289882625e-14,3.01470411751589e-12,T23B3.5,11.5207553058906
WBGene00021993,567.971098016754,-0.694251086286325,0.0902619970800108,-7.69151036699222,1.45408148526124e-14,3.42687349308294e-12,Y59E9AL.3,11.465101927747
WBGene00009031,400.630421498611,-0.427383848837938,0.0556670782071364,-7.67749741144395,1.6222652386212e-14,3.70383370162796e-12,F21H7.5,11.4313485209336
WBGene00008341,618.539506517644,-0.378263388768155,0.0492723809171382,-7.67698620864869,1.62874958334203e-14,3.70383370162796e-12,ttr-44,11.4313485209336
WBGene00008436,2436.30712775358,-0.206163722565443,0.0269175348715635,-7.65908630003264,1.87260538074134e-14,4.18495016296021e-12,DH11.2,11.378309709494
WBGene00003468,474.987890646083,-0.574326629553404,0.0755442407255723,-7.60252037795636,2.90418228259268e-14,6.38034080457057e-12,msp-113,11.1951561229103
WBGene00001604,12501.0271405014,-0.173233608981181,0.0227958422678632,-7.5993510985729,2.97619306759882e-14,6.42956909036932e-12,gln-3,11.1918181325106
WBGene00003450,655.831800265847,-0.425551593073605,0.0560396118254365,-7.59376411098633,3.10743864821675e-14,6.60305241937467e-12,msp-57,11.180255254998
WBGene00010681,8306.18248746807,-0.163833020647335,0.0220055324749398,-7.44508322322625,9.68833237491368e-14,2.02548652005857e-11,mak-1,10.693470642771
WBGene00016407,2248.09875027965,-0.322288806897835,0.0433952645664929,-7.42681972600961,1.1123980402376e-13,2.2887148250095e-11,C34D10.2,10.6404083172601
WBGene00021996,243.905856014431,-0.542955128075466,0.0733832549482735,-7.39889677090755,1.37320545959972e-13,2.78117018239555e-11,Y59E9AL.6,10.5557724354386
WBGene00011214,304.098528371297,-0.502676303660751,0.0688392947219912,-7.30217103023526,2.8316100350042e-13,5.64666604211145e-11,R10E9.2,10.2482078967606
WBGene00017336,890.510930034854,-0.294992638318292,0.0405916742133562,-7.26731882917085,3.66692634712912e-13,7.20162110780115e-11,ugt-41,10.1425697314957
WBGene00013771,137.536115847575,-0.736363083224819,0.101422637956626,-7.2603424448468,3.86111552761489e-13,7.46981783118569e-11,Y113G7C.1,10.1266899893326
WBGene00017374,2103.72058816023,-0.205892613159001,0.0284270505554693,-7.24284120708356,4.39381248842902e-13,8.37538198162014e-11,ttr-41,10.0769953766819
WBGene00012087,199.321766384277,-0.618391675659503,0.0854903861352578,-7.2334645287614,4.70825467156624e-13,8.84469522504951e-11,T27E7.1,10.0533171276338
WBGene00007301,594.776976001728,-0.357883607318621,0.0495082889437069,-7.22876138429164,4.87418967271291e-13,9.02560664824354e-11,C04F12.7,10.0445235977181
WBGene00011748,288.95685545079,-0.534754269979701,0.074123080532126,-7.21440968374123,5.4168444934503e-13,9.88917441184546e-11,T13F2.9,10.004839963544
WBGene00002025,12463.3288704297,0.129615589052538,0.0180196923642969,7.19299677442609,6.33844405975603e-13,1.14109599864663e-10,hsp-60,9.9426778175198
WBGene00010254,96.1013931602715,-0.843318607496599,0.117326373102146,-7.18780087715142,6.58431913459651e-13,1.16912252907726e-10,F58E6.5,9.93213997052035
WBGene00012404,282.87168294234,-0.520550318055334,0.0725487772300923,-7.17517700407797,7.22136945801293e-13,1.26491068803735e-10,Y6G8.2,9.89794013777817
WBGene00012207,157.366545995615,-0.645845226001557,0.090659957886333,-7.12382005307459,1.04976081412491e-12,1.81426662302495e-10,W02B12.12,9.7412988890512
WBGene00021043,4022.92859458183,-0.174256875350673,0.0244806914546141,-7.11813535470336,1.09396913530304e-12,1.86579314892078e-10,pck-1,9.72913650596028
WBGene00016866,632.517885719748,-0.38579392126544,0.0542565421974307,-7.11055120065704,1.15580413901433e-12,1.94565366881866e-10,coel-1,9.71093446268371
WBGene00003465,346.187817928068,-0.536390951797396,0.0756532969529859,-7.0901199736309,1.33995785407009e-12,2.22673509031493e-10,msp-78,9.6523314469344
WBGene00006706,12505.4561077351,0.139688597406191,0.0198581628451555,7.03431624040029,2.00240505488262e-12,3.28546510397323e-10,ubc-9,9.48340314123632
WBGene00007307,267.866351837558,-0.505256158421758,0.0723179736752391,-6.9865917522901,2.81644240556825e-12,4.56334080762196e-10,spch-1,9.34071709525485
WBGene00008541,235.006472052083,-0.511799868843074,0.0733362217189684,-6.97881424549442,2.97681749295775e-12,4.76364300539733e-10,F07A5.2,9.32206079265428
WBGene00010405,11266.0544276412,0.113053766742886,0.0162098038496886,6.97440683374202,3.0716401757975e-12,4.79290353854917e-10,erfa-3,9.31940131148336
WBGene00022599,19279.2089340374,0.122552790898006,0.017575997005184,6.97273621871119,3.10835120477828e-12,4.79290353854917e-10,daf-41,9.31940131148336
WBGene00017112,188.969280804444,-0.689716590357466,0.0989196802397742,-6.97249110273752,3.11377358802982e-12,4.79290353854917e-10,E03H12.5,9.31940131148336
WBGene00022006,154.640888415341,-0.672065099194202,0.0964062635544933,-6.97117671005182,3.14300880093103e-12,4.79290353854917e-10,mpst-5,9.31940131148336
WBGene00001476,1049.08232335081,-0.341029818000145,0.0490372345757588,-6.9545075482036,3.53795698201206e-12,5.33244167451632e-10,fmo-1,9.27307388610343
WBGene00006052,259.892093791949,-0.670618429322007,0.0970965160220999,-6.90671979589225,4.95988225286266e-12,7.38965445535699e-10,ssq-3,9.13137586899899
WBGene00006817,3630.88246483079,0.158357729283779,0.0230504014543096,6.87006382937299,6.41731839556922e-12,9.45241830038275e-10,unc-85,9.02445706766511
WBGene00002050,1644.39373836123,-0.27634318046992,0.0402566701225404,-6.86453150816344,6.67098161238379e-12,9.71564760221558e-10,ifa-1,9.01252824594479
WBGene00009470,119.907076985486,-0.744994602038412,0.109497069932034,-6.80378573144319,1.01905072490102e-11,1.46765949957411e-09,F36D3.4,8.83337469006619
WBGene00011364,548.790103097625,-0.342449853895079,0.0505819088838093,-6.77020423807479,1.2860072340319e-11,1.83178305137599e-09,T02B5.3,8.73712596362097
WBGene00006449,179.979164991323,-0.598910587062657,0.0886347467102521,-6.75706322059566,1.40816757387483e-11,1.98398566223538e-09,alg-4,8.70246147070732
WBGene00009682,419.173964511603,-0.586182834299199,0.0869826901199086,-6.73907456174471,1.59398594333108e-11,2.22163933305994e-09,msd-2,8.65332644421401
WBGene00019430,315.937729037974,-0.513049425027645,0.0763475194615383,-6.71992264642081,1.81821058073277e-11,2.50719633483598e-09,K06A5.2,8.60081165575171
WBGene00010633,305.658099278796,-0.440058238219023,0.0655668457373627,-6.71159689428616,1.92505895585595e-11,2.62659096692682e-09,nspd-2,8.58060755364624
WBGene00043147,186.969863295341,-0.582363043428117,0.0868072099035294,-6.70869440539914,1.96373426574059e-11,2.65145037005515e-09,nspd-6,8.57651649760931
WBGene00007753,961.891957866412,-0.257968655238236,0.0384825439895702,-6.70352394862856,2.03452333061889e-11,2.71871045479196e-09,C27A7.1,8.5656370427185
WBGene00007190,177.24913783813,-0.59702603967778,0.0899268231320937,-6.63902069353442,3.15774067658029e-11,4.17659537243201e-09,rmd-3,8.37917759704322
WBGene00077764,1094.03068879527,-0.269024228248616,0.0406089854726429,-6.62474634905247,3.4784495785676e-11,4.55430943812053e-09,F59C6.16,8.34157746500267
WBGene00017303,870.780869071571,-0.317014531529904,0.047938403587203,-6.61295553893934,3.76721629392336e-11,4.88306576018346e-09,F09F7.6,8.31130742703832
WBGene00003528,711.022193039257,-0.290178071218006,0.043935489116514,-6.60463959894637,3.98485560077541e-11,5.11402953438128e-09,nas-9,8.29123676817871
WBGene00007989,1231.18255249992,-0.280241029105032,0.042454510084019,-6.60097192384095,4.08470914545135e-11,5.19078430817062e-09,fipr-22,8.28476701691531
WBGene00008476,389.82390303326,-0.545510402368562,0.0826987471987514,-6.59635630340961,4.21385529276635e-11,5.30291187425605e-09,E03H4.8,8.27548559008723
WBGene00012595,348.191466475163,-0.419446184987351,0.0636220571307261,-6.59277935835213,4.31667879862647e-11,5.38007601805733e-09,Y38E10A.17,8.26921158790432
WBGene00017659,2393.86768111205,-0.320872950417093,0.0487827728215522,-6.57758737066564,4.78142907610519e-11,5.90256035090243e-09,F21C10.10,8.22895956376979
WBGene00007248,197.723798579344,-0.563863337190393,0.0861689306009538,-6.54369658829387,6.00165006418951e-11,7.33899888037967e-09,catp-4,8.13436317855531
WBGene00003999,295.731996482699,-0.684739167081732,0.104982814680208,-6.52239291895095,6.91944608979115e-11,8.38222992671709e-09,pgp-5,8.07664043052974
WBGene00017075,24334.343924939,0.117825096835699,0.0181084478748147,6.50663699342067,7.68518190532815e-11,9.2236414682281e-09,nap-1,8.03509758682745
WBGene00019406,145.092507055324,-0.666866093358747,0.10274711175694,-6.49036339762324,8.5629576045598e-11,1.01828492174591e-08,acdh-8,7.99213068700039
WBGene00006528,33236.1834261806,0.113024412079114,0.0174454862355433,6.47871951249141,9.25042800307493e-11,1.09003679796234e-08,tba-1,7.96255884069953
WBGene00009308,188.456647385425,-0.549505336475837,0.0852658759565929,-6.44461023018844,1.15897875085772e-10,1.3533948260016e-08,F32A11.3,7.86857548814755
WBGene00015024,133.628484157753,-0.736508475146128,0.114557765501418,-6.42914491149892,1.28323749872399e-10,1.48286641156091e-08,B0205.10,7.82889797192183
WBGene00016541,244.417826022443,-0.493338703197879,0.076748109499688,-6.42802417432685,1.29273186627359e-10,1.48286641156091e-08,C39H7.1,7.82889797192183
WBGene00019785,106.809503593208,-0.693534047415518,0.108064715045453,-6.41776593889886,1.38288650941021e-10,1.57236622236624e-08,M70.3,7.80344629428309
WBGene00006626,29789.6569917882,0.0915617139296838,0.014280774418859,6.4115370248247,1.44059761785116e-10,1.62374141935537e-08,tsn-1,7.78948313093752
WBGene00003424,237.110958780767,-0.563185877590826,0.0879413887780399,-6.40410488640658,1.51254108997689e-10,1.6901342765759e-08,msp-3,7.77207879049911
WBGene00021113,180.661229715353,-0.606393495699617,0.09483121946625,-6.39445004622586,1.61126212629523e-10,1.78505809239647e-08,gsp-3,7.74834764577213
WBGene00003951,9299.16110560747,0.117934547991772,0.0185049866456433,6.37312256691295,1.852177423579e-10,2.034569810545e-08,pbs-5,7.69152740396045
WBGene00016680,209.012124136737,-0.481799135262499,0.0760827032543,-6.33257119758384,2.41108964950724e-10,2.6262642047826e-08,C45G9.9,7.58066158559332
WBGene00022090,114.771779673829,-0.688151521209236,0.109030086248361,-6.31157458356666,2.76210629545126e-10,2.96043814693484e-08,Y69A2AR.19,7.52864400829436
WBGene00004700,15093.7953225883,0.112037700011163,0.0177513782900437,6.31149301088369,2.76356284353584e-10,2.96043814693484e-08,rsp-3,7.52864400829436
WBGene00015565,7806.79101050058,0.127738416316416,0.0202453142949983,6.30952992159644,2.79884254353499e-10,2.9736554958443e-08,C07D8.6,7.52670934681613
WBGene00010317,15432.571788176,0.0893923340692219,0.014174326945393,6.30663695098951,2.85163660177403e-10,3.00511492944674e-08,idh-1,7.52213891392079
WBGene00011573,1652.70988101174,-0.271513779253913,0.0430654055846249,-6.30468413261266,2.88782222721328e-10,3.01870578299505e-08,anmt-3,7.52017921325991
WBGene00002696,7008.53889632234,0.128867417554483,0.0204802122931236,6.29228914769361,3.1281808537441e-10,3.24379841809849e-08,let-504,7.4889461423239
WBGene00013473,190.872770488099,-0.545780904444164,0.086927802752346,-6.27855400876832,3.41736320606953e-10,3.51554459341851e-08,Y69E1A.1,7.45400738882441
WBGene00006039,216.438243086963,-0.528890185108839,0.0843818147727399,-6.26782188239569,3.66133236915551e-10,3.7368653676373e-08,ssp-10,7.42749254869719
WBGene00021893,458.202759966557,-0.344372901327789,0.0550037910174748,-6.26089393035439,3.8277682797499e-10,3.87621347204049e-08,ndnf-1,7.41159231336113
WBGene00003448,268.083510043022,-0.587601259691909,0.0939217042088331,-6.25628830568692,3.94247633283102e-10,3.96142466869424e-08,msp-55,7.40214859829639
WBGene00000133,824.617092209129,-0.345653445642344,0.0554032340147894,-6.23886767241917,4.4074963246426e-10,4.39461287384749e-08,amt-1,7.35707937637106
WBGene00016351,366.898380582848,-0.408948750000164,0.0657424046725302,-6.22047142992686,4.95663319690184e-10,4.90441828230852e-08,C33F10.1,7.30941249730862
WBGene00012140,10534.5315924514,-0.24701899251363,0.039721679436121,-6.21874492771328,5.01147204383986e-10,4.92111368426154e-08,T28F4.5,7.30793660207074
WBGene00007601,429.776491551645,-0.448614181509568,0.0722016393667409,-6.21335173888335,5.18661693518461e-10,5.05480667021525e-08,C15C6.2,7.2962954500956
WBGene00044067,3305.96059553334,0.149989965216945,0.0241551285457667,6.20944595400347,5.31717321633779e-10,5.14337307687839e-08,zipt-7.1,7.28875197279087
WBGene00013898,832.098913657344,-0.292425503258329,0.0471788567568514,-6.19823207597888,5.7100903949047e-10,5.48253271842628e-08,ZC443.3,7.26101876787851
WBGene00008925,3246.58773950654,-0.177344129836406,0.0286353757238311,-6.19318326907149,5.89611044483738e-10,5.61951349896927e-08,F17H10.1,7.25030128120294
WBGene00004904,212.379082082533,-0.536681200295451,0.0867292177080057,-6.18800923700608,6.09287591370641e-10,5.76466113820894e-08,snf-5,7.23922621657939
WBGene00021171,167.878271130347,-0.595089149698502,0.0963950320432938,-6.17344210675951,6.68190242794533e-10,6.27614632398749e-08,Y8A9A.2,7.2023069396932
WBGene00011034,2588.86132282891,0.160431292485684,0.0260366411089603,6.16175073483166,7.19450397954677e-10,6.70900435848095e-08,paxt-1,7.17334192598616
WBGene00003431,328.429604076288,-0.538175823231189,0.0877794968572572,-6.13099690131904,8.73301066367419e-10,8.08552030161035e-08,msp-33,7.09229202809552
WBGene00050904,174.266054653355,-0.622424275979091,0.101678482258257,-6.12149455966672,9.27016845757411e-10,8.52198039340962e-08,Y70C5A.3,7.0694594693193
WBGene00010900,105.124456711138,-0.764007205335312,0.125070126367834,-6.10863063405206,1.00489590145031e-09,9.17285962999924e-08,M28.9,7.03749525234253
WBGene00010723,275.301112434677,-0.405086147050426,0.0667322310052274,-6.0703222558031,1.27653832480555e-09,1.15709718644263e-07,cpg-7,6.93663016242841
WBGene00003803,5860.51986195112,0.136272313193134,0.022469752559919,6.0647002155339,1.32200001458896e-09,1.1899836242432e-07,rae-1,6.92445901503583
WBGene00008590,241.806895324769,-0.471553347185785,0.0780588539677921,-6.04099757063245,1.53164285575182e-09,1.36284502885701e-07,F08H9.2,6.86555352563171
WBGene00016058,192.104615072589,-0.472275350128615,0.0781830337466282,-6.04063730321775,1.53506692032961e-09,1.36284502885701e-07,nspd-3,6.86555352563171
WBGene00019893,9827.92381385621,0.114783382803171,0.0190125499571875,6.03724292962494,1.5676962602852e-09,1.3823455051576e-07,sgt-1,6.85938339529041
WBGene00001031,10158.4055454079,0.122139645557941,0.0202524921458718,6.03084522527946,1.63104342426735e-09,1.42848546387523e-07,dnj-13,6.84512417459583
WBGene00016283,670.412569933619,-0.277981232093989,0.0461046835109511,-6.02934910133287,1.64621342150166e-09,1.4320951925842e-07,zmp-3,6.84402811314548
WBGene00009221,3664.48690133824,-0.441876000804292,0.0733253454254202,-6.02623824327874,1.67819752596361e-09,1.44463443126053e-07,acs-2,6.84024203842474
WBGene00004505,11823.0918674275,0.130063164923743,0.0215844384792572,6.02578404106897,1.68291775281855e-09,1.44463443126053e-07,rpt-5,6.84024203842474
WBGene00003469,174.555974720215,-0.52225167900541,0.0869793976036531,-6.00431473882127,1.92141662263008e-09,1.63851330674546e-07,msp-142,6.78555002726137
WBGene00008218,43129.5937054138,0.105738378946406,0.0176160605436029,6.00238507835988,1.944398797711e-09,1.64727432783856e-07,nasp-2,6.78323406983717
WBGene00021709,592.150814318394,-0.362794744055524,0.0606509401568532,-5.98168376479042,2.208427164948e-09,1.85880733195168e-07,ugt-29,6.7307656231418
WBGene00017070,4269.31298554111,0.128926338177785,0.0215668297399591,5.97799211716825,2.25904663013885e-09,1.8891459625716e-07,praf-3,6.72373448554538
WBGene00013859,1832.09848827147,-0.257680744342774,0.0432210104119303,-5.96193244643922,2.49272205837837e-09,2.0683634401788e-07,ZC247.1,6.6843731473015
WBGene00021191,4143.39620060442,0.166378106906535,0.0279196029496374,5.9591859958272,2.53497447766456e-09,2.0683634401788e-07,Y14H12B.1,6.6843731473015
WBGene00011753,3812.39545826337,-0.129330594960848,0.021704745653348,-5.9586321363272,2.54357937984617e-09,2.0683634401788e-07,T13F3.6,6.6843731473015
WBGene00002047,7032.52059141518,0.103602386511843,0.0173876795969824,5.95837908870962,2.54752025340033e-09,2.0683634401788e-07,icp-1,6.6843731473015
WBGene00015146,8215.08905184777,0.114702386719051,0.0192517664103796,5.95801882663657,2.55314110807443e-09,2.0683634401788e-07,abi-1,6.6843731473015
WBGene00013858,142.47670112386,-0.559691619754592,0.0939835706709326,-5.95520701925932,2.59742825765396e-09,2.09117174383295e-07,ssp-34,6.67961029796377
WBGene00012911,1611.41398683984,-0.188245653185443,0.0316166601544854,-5.95400185426408,2.61663835517813e-09,2.09363372591475e-07,acl-7,6.67909929435141
WBGene00018314,274.045286579986,-0.433146042697474,0.0727729765060086,-5.95201767872874,2.64856755589215e-09,2.10617991775914e-07,F41H10.1,6.67650453250832
WBGene00012484,60859.9231848106,0.129335672819601,0.0217978056087455,5.93342628799799,2.96677227841936e-09,2.3448355044434e-07,car-1,6.62988761862834
WBGene00002070,9457.67902158593,0.101597994885239,0.0171803581448717,5.91361332683077,3.34683064709927e-09,2.62918902107277e-07,ile-1,6.58017818990813
WBGene00043743,390.741041499351,-0.541450428915149,0.0915794189096385,-5.91235929821086,3.37241892644395e-09,2.63333097135943e-07,Y59E9AL.2,6.57949455297075
WBGene00020588,15377.6114035921,0.108875340625356,0.0184183082077009,5.91125631070904,3.39508258860311e-09,2.63515332416009e-07,T19H12.2,6.57919411066037
WBGene00002000,17920.2640604491,0.106756030691253,0.0180925800954703,5.90054210775504,3.62309134485538e-09,2.7953875007152e-07,hrp-2,6.55355798106645
WBGene00018286,413.188425706524,-0.383840351266946,0.065292654233627,-5.87876776908941,4.13331766567964e-09,3.17018127707335e-07,F41E6.5,6.49891590327698
WBGene00004302,34926.2487435685,0.0995657444861167,0.0169443019492662,5.87606056503427,4.20144663186071e-09,3.20347948483403e-07,ran-1,6.49437805289638
WBGene00021469,2455.01735781041,-0.169453328487822,0.0288614062642376,-5.87127761330857,4.32449407569378e-09,3.27801708825396e-07,Y39G10AR.11,6.48438878678899
WBGene00011560,12765.1169027563,0.111357014097256,0.0189758750000608,5.86834673483562,4.40162013191796e-09,3.30307789106824e-07,T07C4.3,6.48108118493339
WBGene00006924,90825.921003863,0.108745384534417,0.0185316587249592,5.86808693967333,4.4085208698874e-09,3.30307789106824e-07,vig-1,6.48108118493339
WBGene00255375,252.784068122826,-0.470224249782759,0.0802607165521279,-5.85870983941885,4.6647691993725e-09,3.45643061329299e-07,F08B4.8,6.46137215701283
WBGene00007055,2004.24724475429,-0.17953122193295,0.0306438013711793,-5.8586472271616,4.66652798431009e-09,3.45643061329299e-07,tag-196,6.46137215701283
WBGene00009701,8326.76206396181,0.127305095877205,0.0217433292035055,5.8549035745952,4.77286853000852e-09,3.5151091980665e-07,egg-3,6.45406117892834
WBGene00017964,1994.19017482374,0.197614111653391,0.0337654287733269,5.85255744803385,4.84070957266448e-09,3.54493093112299e-07,F31F7.1,6.4503922221239
WBGene00004424,47535.1085411938,0.10296415986616,0.0176149707801101,5.84526430111492,5.05764592510148e-09,3.64693181888262e-07,rpl-12,6.43807235595132
